name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
Poldi's glamping cabin on Mare's ranch,4.89,59,"Bled, Radovljica, Slovenia",5771, Slovenia,1,2,4,0,1,0
HOT DEAL! Villa with view in Ubud + daily Bfast!,4.8,5,"Tampaksiring, Bali, Indonesia",14023, Indonesia,1,1,2,0,1,0
Glamping Bizjak,5.0,13,"Preddvor, Kranj, Slovenia",8154, Slovenia,1,1,2,0,1,0
Archery-Asia Bamboo Tent Moalboal,4.72,85,Philippines,1087,Philippines,1,1,2,0,1,0
Nurdachhaus am Geyersberg,,0,"Freyung, Bayern, Germany",6409, Germany,1,4,4,0,2,0
Sadiba Vanda,5.0,11,"Oryavchyk, Lviv Oblast, Ukraine",12941, Ukraine,4,6,12,0,5,0
Rafting camp Encian,,0,"Foča, Republika Srpska, Bosnia & Herzegovina",1812, Bosnia & Herzegovina,1,24,4,0,7,0
Wooden hut 15min from Plitvice lakes,4.94,74,"Grabovac, Karlovačka županija, Croatia",4530, Croatia,2,1,2,0,1,0
Mila apartment,4.78,61,Montenegro,3624,Montenegro,1,2,2,0,1,0
Treeline Cabins 1,,0,"Cădărești, Județul Bacău, Romania",30328, Romania,6,5,10,0,5,0
Cottage overlooking the lake,4.82,11,"Jajce, Federation of Bosnia and Herzegovina, Bosnia & Herzegovina",6948, Bosnia & Herzegovina,1,2,3,0,2,0
Oasis of the Tatras I,4.94,31,"Zakopane, małopolskie, Poland",4405, Poland,1,3,4,0,0,1
Harmony Villa Straja,,0,"Municipiul Lupeni, Județul Hunedoara, Romania",14867, Romania,1,3,6,0,2,0
Stand-alone cabin on the premises of the Amphitheater in the East,4.76,17,"Východná, Žilinský kraj, Slovakia",4566, Slovakia,1,6,6,0,3,0
Beachfront & Tropical garden & Temple Yoga/Meditat,5.0,23,"Tejakula, Bali, Indonesia",4155, Indonesia,1,2,4,0,2,0
Idyllic tranquility in the thatched-roof house - Usedom,4.76,54,"Rankwitz, Mecklenburg-Vorpommern, Germany",7145, Germany,1,3,4,0,2,0
"Samawati  Rustic Value Chalets, Lake Ol'bolossat",4.73,48,"Nyandarua County, Kenya",6554, Kenya,1,2,4,0,2,0
"Rustic cottage JARILO, an oasis of peace in nature",5.0,23,"Ležimir, Vojvodina, Serbia",8018, Serbia,1,4,7,0,1,0
Cabana A Toplita,,1,"Toplita, Harghita, Romania",14867, Romania,2,5,8,0,3,0
Roztomilá a utulná chata Azzy na samotě v lese.,5.0,7,"Poteč, Zlínský kraj, Czechia",5517, Czechia,1,5,4,0,1,0
Freyunger Nurdachhaus (Freyunger Nurdachhaus),5.0,18,"Freyung, Bayern, Germany",4366, Germany,1,2,4,0,2,0
Isla - Elevated Bamboo Hut with Seaview 5,4.68,25,"El Nido, MIMAROPA, Philippines",8058, Philippines,2,1,2,0,1,0
Glamping like Romans! - Camp Kapelica Teppe A,4.93,30,"Sveti Filip i Jakov, Zadarska županija, Croatia",4018, Croatia,2,1,2,0,1,0
Chalet 8· Double Storey  Kitchen and AC,,1,"Ko Pha-ngan Sub-district, Surat Thani, Thailand",4860, Thailand,1,1,2,0,1,0
Cabana 365 cu sobita semineu Multi-View nr 3,,1,"Drumul Carului, Brașov County, Romania",10778, Romania,1,2,3,0,1,0
Free and cozy single-family pension with a European touch Type A 7,4.67,3,"Daegwalnyeong-myeon, Pyeongchang-gun, Gangwon Province, South Korea",11242, South Korea,2,2,4,0,2,0
Quiet cottage in wooded area of Zabljak,4.9,89,"Žabljak, Montenegro",4575, Montenegro,1,2,3,0,1,0
Comfortable chalet near Knittelfeld,4.85,13,"Murtal, Steiermark, Austria",7145, Austria,1,4,6,0,2,0
Eco Village Pavlovic - house 2,4.82,17,"Žabljak, Montenegro",7248, Montenegro,1,2,5,0,1,0
tuEspacio!one bedroom cabin with pool&amazing view,,2,"Maragusan, Davao Region, Philippines",8118, Philippines,1,1,4,0,1,0
Hytte i Hasle,5.0,3,"Hasle, Denmark",3959, Denmark,1,4,2,0,1,0
Hut 'FOREST BED' by the river Savinja,4.67,9,"Mozirje, Slovenia",5637, Slovenia,1,3,3,0,1,0
Hideout Cabins | Yellow,4.67,27,"Nuwara Eliya, Central Province, Sri Lanka",3277, Sri Lanka,1,2,2,0,2,0
Wooden Camping Hut 2,4.7,92,"Brezje, Radovljica, Slovenia",3669, Slovenia,2,2,2,0,1,0
Summerhouse at lake Gilwa,4.77,35,"Gietrzwałd, warmińsko-mazurskie, Poland",8615, Poland,1,5,6,0,2,0
Kamonkő Panorama Lodge,4.79,24,"Szigliget, Hungary",12219, Hungary,1,5,5,0,3,0
Dream Tiny House 1📍Foça Road/Triangular Houses with Fireplace,,1,"Aliağa, İzmir, Turkey",4596, Turkey,1,2,3,0,1,0
Villa CocoD'amourPraslin private room at cote d or,4.63,229,"praslin, seychelles, Seychelles",4439, Seychelles,1,1,2,0,1,0
Tara Chalet,5.0,35,"National Park Tara, Osluša, Serbia",5458, Serbia,1,4,6,0,2,0
Design and art in the beach house on Usedom,5.0,4,"Rankwitz, Mecklenburg-Vorpommern, Germany",18419, Germany,2,3,6,0,3,0
A Frame Tiny Cabin with swimming pool.,,1,"Moshi Urban, Kilimanjaro Region, Tanzania",7191, Tanzania,1,1,2,0,1,0
Lika Sunset Nikola,5.0,8,"Ličko Lešće, Lika-Senj County, Croatia",6342, Croatia,1,1,2,0,1,0
Marvelous Bungalow With Private Pool in Fethiye,,0,"Fethiye, Muğla, Turkey",7939, Turkey,1,1,2,0,1,0
The Hut above San River,4.97,38,"Postołów, Województwo podkarpackie, Poland",5696, Poland,1,3,6,0,3,0
Song KIntamani 1 Tent Standart Pool Breakfast,,0,"Kecamatan Kintamani, Bali, Indonesia",5007, Indonesia,1,1,2,0,1,0
"Holiday cottage Trabochersee, St. Peter-Freienstein",,0,"Glarsdorf, Steiermark, Austria",4269, Austria,1,4,4,0,2,0
"(14호)평창 대관령 목장길 펜션(독채, 호텔침구, 자이글 2대,  바베큐이용 무료)",5.0,12,"Daegwalnyeong-myeon, Pyeongchang-gun, Gangwon Province, South Korea",16287, South Korea,3,3,8,0,3,0
Robinson hut - Rust pile construction,5.0,11,"Rust, Burgenland, Austria",15084, Austria,1,2,5,0,0,0
Zawoja 1725 - Slow Life Cabins. Cabin number 2.,4.88,8,"Zawoja, małopolskie, Poland",7487, Poland,1,2,4,0,2,0
Cottage,5.0,5,"Falsztyn, Małopolskie, Poland",10347, Poland,2,8,9,0,5,0
RENGKONG Bungalow @Lagoona Batukaras,5.0,4,"Cijulang, Jawa Barat, Indonesia",2290, Indonesia,1,2,2,0,1,0
Monara Arana - Cabin Two,4.95,21,"Anuradhapura, North Central Province, Sri Lanka",1509, Sri Lanka,1,2,4,0,1,0
Panoramic view Cottage house - Sauna -Hot tub,5.0,8,"Pohorje, Upravna enota Maribor, Slovenia",25401, Slovenia,1,3,5,0,1,0
Villa with Private Pool Close to the Sea,,1,"Fethiye, Muğla, Turkey",12896, Turkey,2,4,6,0,3,0
GREEN VALLEY GLAMPING - UNIQUE WOODEN COTTAGES,,0,"Prebold, Žalec, Slovenia",7502, Slovenia,1,1,4,0,1,0
WinterFell Chalet with Balcony,,1,"Mestia, Samegrelo-Zemo Svaneti, Georgia",13655, Georgia,1,4,7,0,2,0
Bungalow Fairytale - Unforgettable Honeymoon Address,,0,"Fethiye, Muğla, Turkey",3882, Turkey,1,2,3,0,1,0
"""SOSENKA""- a house with a HOT TUB by the lagoon",4.95,20,"Izbica, Mazowieckie, Poland",11676, Poland,1,3,6,0,2,0
A-frame cottage,,1,"Mala Reka, Serbia",5160, Serbia,1,2,3,0,1,0
"Chalet ""The Sound of Silence"" - Beocin village",5.0,24,"Beočin, Vojvodina, Serbia",7864, Serbia,1,4,6,0,2,0
Snow igloo,4.81,123,"Pelkosenniemi, Finland",9973, Finland,1,1,6,0,1,0
Oraviniemen Aarre,4.93,120,"Suomussalmi KK, Finland",10903, Finland,1,3,4,0,1,0
"Rukan Forest, cottage, Ruka",5.0,10,"Kuusamo, Finland",16263, Finland,1,5,7,0,3,0
Lovely chalet with outdoor hot tub,,1,"Pudasjärvi, Finland",14083, Finland,1,6,8,0,3,0
Pyhätunturi Duck Castle Villa,4.88,17,"Kemijärvi, Finland",21930, Finland,3,4,13,0,4,0
Holiday cottage on Saukkotie,4.84,38,"Pelkosenniemi, Finland",9540, Finland,1,4,6,0,1,0
Nenem's Cottage,5.0,15,"Posio, Finland",9369, Finland,1,2,4,0,2,0
"☼ Quality 2 br log cabin, lake beach, trad sauna",4.93,27,"Puolanka, Finland",7535, Finland,1,2,6,0,2,0
Camping cottage in the campsite of Wolfiraja Camp,4.53,15,"Taivalkoski, Finland",4997, Finland,0,3,3,1,1,0
"Villa Saarua by the Slopes and Family Park, wifi",4.9,40,"Kuusamo, Finland",15173, Finland,1,7,8,0,3,0
Log cabin in wilderness of Lapland,5.0,23,"Salla, Finland",14537, Finland,1,3,5,0,2,0
A cozy house in a hill area - Swan Room,4.95,20,"Pyhätunturi, Pelkosenniemi, Finland",7268, Finland,1,2,2,0,1,0
Saunalampi Cottage,4.71,102,"Kuusamo, Finland",7450, Finland,0,1,4,1,1,0
Log cottage in Kitkajärvi with sauna and lava,4.59,32,"Kuusamo, Finland",11048, Finland,1,3,6,0,3,0
Siikatupa - The Whitefish cabin,4.74,39,"Hyrynsalmi, Finland",4543, Finland,1,1,4,0,1,0
Rukan Master at 💙 Ihtinarvi Lake,4.62,21,"Kuusamo, Finland",7214, Finland,1,2,6,0,2,0
The Arctic Hideaway - Lower fat pod -1 double bed,4.87,15,"Gildeskål, Nordland, Norway",18059, Norway,1,1,2,0,1,0
The Arctic Hideaway- The Njalla- the towerhouse,,2,"Gildeskål, Nordland, Norway",21933, Norway,1,1,2,0,1,0
Bright and modern chalet near skiing & amenities,4.8,15,"Kittilä, Finland",16595, Finland,1,7,7,0,4,0
The Arctic Hideaway - Lower tall pod -1 single bed,5.0,5,"Gildeskål, Nordland, Norway",20066, Norway,1,1,1,0,1,0
Følvika Eye (part of Følvika Northern Retreat),4.94,124,"Gildeskål, Nordland, Norway",18666, Norway,0,1,2,1,1,0
Charming Cottage,5.0,8,"Tornio, Finland",6382, Finland,0,1,2,0,1,0
Panoramic seaview cabin for two persons by the sea,4.61,31,"Flakstad, Nordland, Norway",8561, Norway,1,2,2,0,0,1
Ash Modern Cabin,4.87,93,"Reykjahlíð, Iceland",19904, Iceland,1,1,2,0,1,0
"Sea front cabin, renovated, calm, central, WIFI",4.9,194,"Napp, Nordland, Norway",18205, Norway,1,5,7,0,4,0
"""Steigen Lodge Sjøhytte Våg nr 1""",4.88,49,"Engeløya, Nordland, Norway",19628, Norway,1,5,5,0,2,0
Ollero Eco Lodge (inc. a glass igloo),4.94,32,"Rovaniemi, Finland",23622, Finland,2,4,6,0,3,0
PRIVATE NEWLY BUILT WATERFRONT CABIN IN LOFOTEN,4.97,100,"Vestvågøy, Nordland, Norway",15303, Norway,1,4,7,0,2,0
Cabin by the sea,4.76,147,"Tromsø, Troms, Norway",4642, Norway,0,1,2,0,0,1
Climate friendly cabin with a view. (Tiny house),,0,"Sisimiut, Vestgrønland, Greenland",7940, Greenland,1,2,2,0,1,0
Private Cozy House by the Fjord,4.62,37,"Fredvang, Nordland, Norway",21288, Norway,2,6,7,0,4,0
Borealis Basecamp,4.85,23,"Fairbanks, Alaska, United States",35479, United States,1,1,2,0,1,0
"Hillagammi, the unique beauty in the Wilderness",,0,"Utsjoki, Finland",13196, Finland,0,3,6,0,2,0
Grandfarhaugen - The cozy house on the hill,4.82,17,"Bø, Nordland, Nordland, Norway",8538, Norway,2,5,7,0,3,0
Cozy cabin with stunning view to Lyngen,4.9,78,"Skibotn, Storfjord kommune, Norway",10353, Norway,1,3,5,0,3,0
Lofoten retreat,4.96,53,"Reine, Nordland, Norway",9097, Norway,1,3,5,0,3,0
Andørja Mainhouse,5.0,7,"Ibestad, Troms og Finnmark, Norway",15397, Norway,1,5,11,0,5,0
Charming cabin - Senja,4.94,88,"Senja, Botnhamn, Norway",13240, Norway,1,6,6,0,3,0
A unique seafront property with stunning view,4.57,7,"Vestvågøy, Nordland, Norway",42414, Norway,2,10,12,0,6,0
Sea Lodges with Northen Lights view - Lodge 2,5.0,30,"Vengsøy, Troms, Norway",16357, Norway,1,5,6,0,3,0
Beautiful cabin in Nusfjord,4.99,71,"Nusfjord, Nordland, Norway",12262, Norway,1,3,4,0,2,0
Forest Ranger's House–Authentic Lappish atmosphere,5.0,26,"Ylläs Kolari, Finland",18054, Finland,1,5,8,0,2,0
Bjørnsandhuset,4.72,93,"Bjørnsand, Nordland, Norway",10972, Norway,1,4,6,0,3,0
Lofoten Waterfront Luxury Lodge,5.0,12,"Vestvågøy, Nordland, Norway",23610, Norway,1,5,9,0,3,0
Great rudder arch in Lofoten with beautiful views.,4.9,71,"Vestvågøy, Nordland, Norway",9051, Norway,1,6,6,0,3,0
The Arctic Hideaway -Upper tall pod - 2 single bed,5.0,5,"Gildeskål, Nordland, Norway",20066, Norway,1,2,2,0,1,0
Lofoten Cabins - Kåkern #17 (Premium),,0,"Flakstad, Nordland, Norway",18254, Norway,1,2,2,0,1,0
Modern cozy fishing cabin in Henningsvær,4.94,130,"Henningsvær , Nordland, Norway",16938, Norway,1,4,4,0,3,0
Vesterålen Apartments,,0,"Bø, Nordland, Norway",22399, Norway,1,4,4,0,3,0
Vesterålen,,0,"Øksnes, Nordland, Norway",28288, Norway,2,12,14,0,6,0
B&B in old villa 10 km from Tromsø max 4 persons,4.97,30,"Tromsø, Troms, Norway",29866, Norway,1,2,4,0,2,0
"Husky Dreams, Tipi",4.9,29,"Kiruna, Sweden",23814, Sweden,0,2,2,1,1,0
Amazing view - Moderne apartment,4.79,576,"Akureyri, Northeast, Iceland",14637, Iceland,1,3,4,0,2,0
Fossatún Camping Pods - Camping Pod,4.78,1003,"Borgarnes, Iceland",4013, Iceland,1,1,2,0,1,0
Villa Hegge - Design Cabin with fab view,4.89,261,"Salangen, Troms, Norway",11338, Norway,1,3,6,0,3,0
"River Rest 1: Brand new, on river, prime location.",4.93,44,"Fairbanks, Alaska, United States",16608, United States,1,1,2,0,1,0
Arctic Log Cabin,4.57,54,"Inari, Finland",10828, Finland,1,5,6,0,2,0
Ghost's cottage,4.85,26,"Enontekiö, Kilpisjärvi, Finland",9903, Finland,1,2,2,0,1,0
The Arctic Hideaway - the Whole cluster -10 beds,,1,"Gildeskål, Nordland, Norway",99957, Norway,1,6,10,0,5,0
Straumen Sea View - Magic Arctic Getaway,4.99,88,"Engenes, Troms, Norway",16020, Norway,1,5,8,0,4,0
The Arctic Hideaway - Upper fat pod - 1 double bed,4.83,13,"Gildeskål, Nordland, Norway",20066, Norway,1,1,2,0,1,0
Guesthouse Hof í Vatnsdal,4.51,726,"Northwestern Region, Iceland",8995, Iceland,1,6,6,0,2,0
Lovely Hov on Gimsøy in Lofoten,4.98,86,"Vågan, Nordland, Norway",16333, Norway,1,6,9,0,3,0
Old house with magical sea view close to Haukland,4.87,127,"Vestvågøy, Nordland, Norway",14767, Norway,1,5,7,0,2,0
Arctic Dome Namdalen - seat domain,4.89,9,"Høylandet, Trøndelag, Norway",14022, Norway,0,3,4,0,1,0
Containerhouse,4.96,76,"Lofoten , Nordland, Norway",29866, Norway,1,1,2,0,0,0
Spectacular waterfront cabin,4.95,84,"Vestvågøy, Nordland, Norway",24451, Norway,2,3,6,0,2,0
Snow igloo - Lucky Ranch Saloon,4.83,37,"Pelkosenniemi, Finland",14755, Finland,1,4,6,0,1,0
VillaSaagalaJunior (with Villa Saagala in winter),4.58,36,"Tornio, Finland",3180, Finland,0,1,4,0,2,0
Aurora Hut Iglu elämys tunturilammella,4.89,19,"Utsjoki, Finland",21805, Finland,1,1,2,0,1,0
"Aurora Lodge Houseboat 
4 - 8 people",4.91,60,"Yellowknife, Northwest Territories, Canada",15039, Canada,0,2,8,1,2,0
Svartaborg Luxury Villa in quiet valley with views,4.96,25,"Húsavík, Iceland",28343, Iceland,1,4,2,0,1,0
"Seacabin with spa section, Vesterålen/Lofoten",4.97,33,"Kjørstad, Nordland, Norway",13181, Norway,2,2,4,0,2,0
“The Place” R1,5.0,10,"Hansnes, Troms, Norway",2612, Norway,2,1,2,0,1,0
Dude's Tupa Cottage in Pulju Wilderness Village,5.0,33,"Kittilä, Finland",10903, Finland,1,3,4,0,2,0
Villa kaakkuri,5.0,44,"Rovaniemi, Finland",39976, Finland,1,2,4,0,1,0
Modern cabin central in Lofoten,5.0,25,"Vestvågøy, Nordland, Norway",11038, Norway,1,4,6,0,3,0
Enjoy the beauty of Lapland in a cozy cottage,4.82,11,"Kolari, Finland",9265, Finland,1,4,5,0,1,0
Rorbu with fantastic view in the middle of Lofoten,4.87,192,"Leknes, Nordland, Norway",13594, Norway,1,6,6,0,2,0
Cozy beach apartment outside Tromsø,4.76,25,"Tromsø, Troms og Finnmark, Norway",8939, Norway,1,2,4,0,1,0
Cozy apartment in quiet and beautiful surroundings,4.98,46,"Vågan, Nordland, Norway",10802, Norway,1,3,5,0,1,0
Own house in Lofoten😊,4.84,31,"Hadsel, Nordland, Norway",18419, Norway,1,10,10,0,4,0
Aurora Villa 御墅极光 D2B(1)Deluxe double bed  Room,4.86,14,"Fairbanks, Alaska, United States",53629, United States,1,1,4,0,1,0
Levi Platinum Suite,4.72,39,"Kittilä, Finland",11673, Finland,1,6,8,0,2,0
"The Tiny-House in Senja, near Hesten-Segla-Keipen!",4.74,135,"Lenvik, Troms, Norway",8889, Norway,1,2,2,0,0,1
"House by the sea, beach, sauna",4.98,84,"Stokmarknes, Norway",14219, Norway,1,4,5,0,3,0
Modern cabin in beautiful surroundings,4.98,62,"Lofoten, Ramberg, Nordland, Norway",27066, Norway,1,5,6,0,3,0
"Apartment with sauna, downtown 600m. Levi,Lappland",4.89,27,"Kittilä, Finland",5517, Finland,1,5,5,0,1,0
Lofoten; Cottage in beautiful surroundings.,4.94,159,"Gravdal, Nordland, Norway",11200, Norway,1,3,5,0,2,0
Vikran Seaside Lodge,5.0,12,"Bø, Nordland, Norway",18083, Norway,1,7,10,0,4,0
Trivelig restaurert enebolig i landlige omgivelser,4.95,20,"Tromsø, Troms og Finnmark, Norway",17215, Norway,1,6,6,0,3,0
COTTAGE&HOT TUB ON THE FIORD,4.89,158,"Seydisfjördur, Iceland",23622, Iceland,1,4,6,0,3,0
Great ocean view and spacious rooms.,4.93,60,"Nøss, Nordland, Norway",14092, Norway,1,2,4,0,1,0
Lulea Guesthouse 50 sqm,4.86,64,"Luleå, Norrbotten County, Sweden",5129, Sweden,1,1,2,0,0,1
TievaNest-a cozy high standard cabin in Ylläsjärvi,4.96,45,"Kolari, Finland",9163, Finland,1,4,6,0,2,0
"Rorbu Ballstad, Fisherman's Cabin Ostad",4.96,53,"Vestvågøy, Nordland, Norway",13737, Norway,1,4,8,0,4,0
"Äkäsjoki Pearl, Äkäslompolo Ylläs",4.54,95,"Kolari, Finland",5906, Finland,1,3,6,0,1,0
FISH FACTORY- In the middle of Lofoten,4.56,104,"Vestvågøy, Nordland, Norway",4736, Norway,1,1,2,0,1,0
"Nordic Natura 3 (Dettifoss, Ásbyrgi National park)",4.95,40,"Kópasker, Iceland",10267, Iceland,1,3,2,0,0,1
"Lofotenholidays, cabin - new 2022- 1-10 guests",5.0,3,"Leknes, Nordland, Norway",23204, Norway,1,7,10,0,4,0
Willa Lumia,,2,"Rovaniemi, Finland",62231, Finland,1,5,9,0,3,0
Apartment by Helgeland's coast,4.93,211,"Nesna, Nordland, Norway",7933, Norway,1,2,4,0,2,0
Aa Gård - Modern cabin,5.0,28,"Lavangen, Troms, Norway",20671, Norway,1,6,6,0,3,0
Kaltionkuusi Chalet in the heart of Lapland,5.0,6,"Kittilä, Finland",33166, Finland,2,10,12,0,5,0
LYNGVÆR- The house by the sea. Sauna-Kayakparadise,4.72,54,"Vågan, Nordland, Norway",39430, Norway,1,10,12,0,5,0
Lohi-Aslakin Lomamokit,4.79,43,"Utsjoki, Finland",7268, Finland,1,4,4,0,1,0
"Vacationhouse Lofoten, Nordland",4.65,54,"Andopen, Nordland, Norway",7000, Norway,2,9,9,0,4,0
"Logcabin ""mad muskox"", close to the wildeness",5.0,6,"Arjeplog, Norrbotten County, Sweden",7414, Sweden,1,1,2,0,0,1
Apartment at beautiful Hella!,4.97,121,"Tromsø, Troms, Norway",7933, Norway,1,1,2,0,1,0
Sea lodges with Northern Lights view - Lodge 3,5.0,32,"Vengsøy, Troms, Norway",16357, Norway,1,5,6,0,3,0
Nice Cabin with Annex in Buvik on Southside Senja.,4.82,33,"Stonglandseidet, Troms, Norway",11200, Norway,1,5,6,0,3,0
Cozy log cabin in Finnish Lapland,4.83,6,"Kolari, Finland",14264, Finland,1,1,6,0,1,0
Luxury cabin next to World Cup slope,,0,"Kittilä, Finland",109026, Finland,4,7,9,0,5,0
“The Place” R2,4.74,27,"Hansnes, Troms, Norway",4315, Norway,2,2,3,0,1,0
"Villa Wältti, beautiful home at beautiful nature",4.88,8,"Rovaniemi, Finland",13173, Finland,1,2,5,0,2,0
TievaMoon- a brand new villa in Ylläsjärvi,4.95,20,"Kolari, Finland",14693, Finland,2,8,10,0,4,0
NEW HYTTE: fantastic panoramic view in Laupstad,4.91,23,"Liland, Nordland, Norway",16624, Norway,1,5,4,0,3,0
At home in Longyearbyen,4.86,30,"Longyearbyen, Svalbard, Svalbard & Jan Mayen",14865, Svalbard & Jan Mayen,1,2,3,0,1,0
Old little red house,4.83,86,"Vuollerim, Norrbotten County, Sweden",4060, Sweden,1,3,3,0,2,0
5 person holiday home in Botnhamn,4.75,4,"Botnhamn, Norway",10522, Norway,2,5,4,0,2,0
Villa Rauha - Holiday villa in Finnish Lapland,5.0,15,"Kittilä, Finland",22714, Finland,1,3,5,0,2,0
Villa Grannes,4.86,7,"Alta, Troms og Finnmark, Norway",9564, Norway,1,9,9,0,4,0
"Levi 2BD+Loft(5-6hlö) cottage, n.1km downtown",,0,"Kittilä, Finland",13878, Finland,1,5,6,0,2,0
Luxurious Villa Lumikko with a jacuzzi,4.85,62,"Rovaniemi, Finland",20620, Finland,2,5,10,0,3,0
House in the heart of Lapland 2.,4.97,62,"Puoltikasvaara, Norrbottens län, Sweden",3896, Sweden,1,4,5,0,2,0
Aurora Ounas cottage 1 by river,4.68,28,"Kittilä, Finland",18171, Finland,1,8,13,0,4,0
TievaStar- a cozy log villa in Ylläsjärvi,4.88,26,"Kolari, Finland",14693, Finland,2,8,10,0,4,0
Villa Vihtori by Lake Perunkajärvi,5.0,37,"Rovaniemi, Finland",21087, Finland,3,8,8,0,4,0
"House, SleepWell, Pyhä16, Sauna, lake, up to 7 pcs",4.71,17,"Pelkosenniemi, Finland",6369, Finland,1,6,7,0,2,0
Tunturikelo - beautiful log cottage in the Fells,,2,"Utsjoki, Finland",11146, Finland,0,3,4,1,1,0
Tanabredden Opplevelser (Experience Tana Furtestua,4.91,125,"Polmak, Finnmark, Norway",5600, Norway,1,4,4,0,1,0
"Husky Dreams, Cabin",4.72,109,"Kiruna, Sweden",5943, Sweden,1,1,2,0,1,0
Fantastic Gimsøy in Lofoten- Cabin Gimsa,4.96,25,"Gimsøysand , Nordland, Norway",20999, Norway,1,5,8,0,4,0
A cottage in Tromsø,4.99,210,"Tromsø, Troms, Norway",6556, Norway,1,1,2,0,1,0
“The Place” R4,4.93,43,"Hansnes, Troms, Norway",4385, Norway,2,3,4,0,1,0
Old kiosk,4.54,107,"Laukvik, Nordland, Norway",6621, Norway,1,4,5,0,1,0
"Borealis Wilderness Lodge, Chalet",4.78,27,"Kvikkjokk, Norrbotten County, Sweden",9086, Sweden,1,5,7,0,3,0
Modern Flat In Historic House Unit1,4.87,86,"Kabelvåg, Nordland, Norway",16774, Norway,1,2,4,0,2,0
"Private rooms in big, nice house",4.79,98,"Vestvågøy, Nordland, Norway",4451, Norway,2,1,2,0,1,0
Cozy cottage on Bjørnfjell,5.0,3,"Narvik, Nordland, Norway",9333, Norway,0,7,6,1,1,0
Ramberghouse 1904 at beautiful Ramberg in Lofoten,4.82,17,"Ramberg, Nordland, Norway",14230, Norway,1,5,6,0,3,0
Swiss servilla in Tromsø with Panorama View,4.79,28,"Tromsø, Troms, Norway",35149, Norway,1,3,6,0,3,0
Laugarfell/Twin room,4.75,92,"Egilsstaðir, Austurland, Iceland",8232, Iceland,8,2,2,0,1,0
Hamnøy house,4.72,310,"Reine (Hamnøy), Nordland, Norway",7933, Norway,1,1,2,0,1,0
Year-round cabin in Kåbdalis.,4.83,6,"Kåbdalis, Norrbottens län, Sweden",11540, Sweden,1,3,6,0,2,0
Villa Isorakka,4.92,96,"Rovaniemi, Finland",9704, Finland,1,3,6,0,2,0
"Seaview cabin Reine, Lofoten",4.82,17,"Reine, Nordland, Norway",30097, Norway,2,5,6,0,3,0
Peaceful cabin in nature (nearby the city centre),4.91,32,"Sirkka, Lappi, Finland",10903, Finland,1,1,2,0,0,1
Valberg High Quality Seaview Cabin,5.0,20,"Vestvågøy, Nordland, Norway",21658, Norway,1,3,4,0,2,0
"Otsonmaja, Ylläsjärvi",4.86,73,"Kolari, Finland",9438, Finland,1,4,4,0,2,0
Cheerful house with stunning view,5.0,4,"Vågan, Nordland, Norway",15795, Norway,2,0,5,0,2,0
Chalet Pigeon,4.94,50,"Rovaniemi, Finland",31912, Finland,1,5,6,0,3,0
Lofoten Rorbu - mountain panorama,4.77,13,"Vestvågøy, Nordland, Norway",18782, Norway,1,2,4,0,2,0
100 Years Old Norwegian Log House at Holemark Farm,4.96,50,"Tromsø, Troms, Norway",14933, Norway,1,4,4,0,1,0
Cozy apartment in the center of Levi: Aarakka 8,4.87,23,"Kittilä, Finland",12899, Finland,2,2,7,0,1,0
Cozy log cabin with a sauna and a fireplace,4.79,14,"Muonio, Finland",10509, Finland,1,5,5,0,2,0
"northern lights cabins ... cabin ""lazy moose""",4.83,12,"Arjeplog Ö, Norrbottens län, Sweden",7008, Sweden,1,4,4,0,0,1
Cozy cottage,4.81,26,"Kilpisjärvi, Finland",9652, Finland,1,3,8,0,3,0
Checkpoint Inn Kirkenes,4.95,100,"Sør-Varanger, Finnmark, Norway",9402, Norway,1,2,3,0,1,0
"The cottage in Lofoten, between the sea and mountains",5.0,14,"Vestvågøy Lofoten, Nordland Lofoten, Norway",29442, Norway,1,6,9,0,4,0
